,등록일시분초,사망자수,확진자 수,게시글 번호,기준일,기준시간,수정일시분초,누적 의심 검사 수,누적 확진률
98,2022-02-01 09:06:24.411,6772,864026,776,20220201,00:00,2022-02-09 13:04:21.424,,
97,2022-02-02 09:04:49.92,6787,884294,777,20220202,00:00,2022-02-09 13:04:29.013,,
96,2022-02-03 08:46:14.856,6812,907200,778,20220203,00:00,2022-02-09 13:04:42.741,,
95,2022-02-04 08:58:40.476,6836,934638,779,20220204,00:00,2022-02-09 13:04:52.382,,
94,2022-02-05 10:25:08.782,6858,970983,780,20220205,00:00,2022-02-09 13:05:01.221,,
93,2022-02-06 09:21:40.142,6873,1009672,781,20220206,00:00,2022-02-09 13:05:11.818,,
92,2022-02-07 09:01:20.8,6886,1044955,782,20220207,00:00,2022-02-09 13:05:22.271,,
91,2022-02-08 10:14:19.994,6922,1081672,783,20220208,00:00,2022-02-09 13:05:32.357,,
90,2022-02-09 10:37:00.08,6943,1131239,784,20220209,00:00,,,
89,2022-02-10 09:04:23.377,6963,1185361,785,20220210,00:00,2022-02-10 09:06:18.131,,
88,2022-02-11 08:37:42.029,7012,1239264,786,20220211,00:00,2022-02-12 22:25:54.07,,
87,2022-02-12 09:06:44.105,7045,1294199,787,20220212,00:00,2022-02-13 08:50:59.578,,
86,2022-02-13 08:50:26.798,7081,1350627,788,20220213,00:00,2022-02-14 09:03:09.631,,
85,2022-02-14 09:01:51.395,7102,1405244,789,20220214,00:00,2022-02-15 09:02:24.905,,
84,2022-02-15 09:01:44.846,7163,1462408,790,20220215,00:00,2022-02-16 09:20:55.138,,
83,2022-02-16 09:20:27.8,7202,1552843,791,20220216,00:00,2022-02-17 08:52:33.561,,
82,2022-02-17 08:52:05.139,7238,1645975,792,20220217,00:00,2022-02-18 09:05:35.842,,
81,2022-02-18 09:04:59.618,7283,1755798,793,20220218,00:00,2022-02-19 09:00:52.083,,
80,2022-02-19 09:00:04.109,7354,1858008,794,20220219,00:00,2022-02-20 08:52:45.133,,
79,2022-02-20 08:51:11.122,7405,1962822,795,20220220,00:00,2022-02-21 09:05:38.992,,
78,2022-02-21 09:05:08.307,7450,2058161,796,20220221,00:00,2022-02-22 09:07:07.41,,
77,2022-02-22 09:06:38.772,7508,2157730,797,20220222,00:00,2022-02-23 09:13:50.655,,
76,2022-02-23 09:12:48.876,7607,2329172,798,20220223,00:00,2022-02-24 09:46:50.038,,
75,2022-02-24 09:45:42.528,7689,2499187,799,20220224,00:00,2022-02-25 09:19:57.585,,
74,2022-02-25 09:19:35.533,7783,2665074,800,20220225,00:00,2022-02-26 09:11:20.409,,
73,2022-02-26 09:10:30.918,7895,2831256,801,20220226,00:00,2022-03-06 09:45:32.611,,
72,2022-02-27 08:54:59.059,7944,2994817,802,20220227,00:00,2022-03-06 09:43:04.008,,
71,2022-02-28 08:56:05.34,8058,3134441,803,20220228,00:00,2022-03-06 09:42:40.367,,
70,2022-03-01 09:12:42.55,8170,3273431,804,20220301,00:00,2022-03-06 09:42:18.383,,
69,2022-03-02 09:05:42.681,8266,3492659,805,20220302,00:00,2022-03-06 09:42:03.65,,
68,2022-03-03 09:08:34.548,8394,3691459,806,20220303,00:00,2022-03-06 09:41:48.252,,
67,2022-03-04 08:59:56.036,8580,3958309,807,20220304,00:00,2022-03-06 09:41:30.29,,
66,2022-03-05 09:41:58.429,8796,4212636,808,20220305,00:00,2022-03-06 09:41:13.104,,
65,2022-03-06 09:40:46.49,8957,4456261,809,20220306,00:00,2022-03-07 09:06:48.272,,
64,2022-03-07 09:06:07.52,9096,4666970,810,20220307,00:00,2022-03-08 08:58:58.236,,
63,2022-03-08 08:58:30.75,9282,4869672,811,20220308,00:00,2022-03-09 08:58:41.872,,
62,2022-03-09 08:57:50.503,9440,5212101,812,20220309,00:00,2022-03-10 09:08:10.52,,
61,2022-03-10 09:07:48.264,9646,5539639,813,20220310,00:00,2022-03-11 08:57:08.866,,
60,2022-03-11 08:56:23.53,9875,5822612,814,20220311,00:00,2022-03-19 09:48:19.456,,
59,2022-03-12 08:53:24.338,10144,6206229,815,20220312,00:00,2022-03-19 09:47:59.929,,
58,2022-03-13 09:13:37.486,10395,6556411,816,20220313,00:00,2022-03-19 09:47:34.07,,
57,2022-03-14 09:01:32.362,10595,6866190,817,20220314,00:00,2022-03-19 09:47:04.422,,
56,2022-03-15 09:08:41.063,10888,7228473,818,20220315,00:00,2022-03-22 09:00:06.26,,
55,2022-03-16 09:07:33.011,11052,7629066,819,20220316,00:00,2022-03-23 09:20:49.513,,
54,2022-03-17 09:28:28.783,11481,8250270,820,20220317,00:00,2022-03-24 09:06:26.685,,
53,2022-03-18 09:06:55.679,11782,8657109,821,20220318,00:00,2022-03-25 09:08:11.617,,
52,2022-03-19 09:20:10.848,12101,9038522,822,20220319,00:00,2022-03-25 09:07:49.638,,
51,2022-03-20 09:22:09.424,12428,9373175,823,20220320,00:00,2022-03-25 09:07:29.159,,
50,2022-03-21 09:10:38.912,12757,9582314,824,20220321,00:00,2022-03-25 09:07:01.306,,
49,2022-03-22 08:56:35.519,13141,9936142,825,20220322,00:00,2022-03-29 09:12:46.454,,
48,2022-03-23 09:18:19.212,13432,10426913,826,20220323,00:00,2022-03-30 09:09:59.926,,
47,2022-03-24 09:03:23.4,13901,10822439,827,20220324,00:00,2022-03-31 09:07:42.756,,
46,2022-03-25 09:00:20.4,14294,11161890,828,20220325,00:00,2022-04-01 09:07:43.379,,
45,2022-03-26 08:53:27.922,14617,11497431,829,20220326,00:00,2022-04-01 09:07:16.344,,
44,2022-03-27 08:52:08.378,14899,11815506,830,20220327,00:00,2022-04-01 09:07:01.085,,
43,2022-03-28 09:06:58.274,15186,12002688,831,20220328,00:00,2022-04-01 09:06:45.033,,
42,2022-03-29 09:10:15.043,15423,12350188,832,20220329,00:00,2022-04-01 09:06:30.566,,
41,2022-03-30 09:07:48.451,15855,12774654,833,20220330,00:00,2022-04-06 13:45:06.86,,
40,2022-03-31 09:00:17.446,16230,13095337,834,20220331,00:00,2022-04-07 09:08:39.321,,
39,2022-04-01 09:04:54.638,16590,13375568,835,20220401,00:00,2022-04-08 09:09:14.895,,
38,2022-04-02 09:27:09.919,16929,13639688,836,20220402,00:00,2022-04-09 09:24:07.877,,
37,2022-04-03 09:11:21.229,17235,13873953,837,20220403,00:00,2022-04-09 09:23:35.402,,
36,2022-04-04 09:03:19.219,17453,14001116,839,20220404,00:00,2022-04-09 09:23:05.652,,
35,2022-04-05 09:05:37.473,17662,14267201,840,20220405,00:00,2022-04-12 09:10:13.425,,
34,2022-04-06 09:07:21.018,18033,14553448,841,20220406,00:00,2022-04-13 09:10:16.582,,
33,2022-04-07 09:05:52.46,18381,14778232,842,20220407,00:00,2022-04-14 09:10:37.437,,
32,2022-04-08 09:06:47.712,18754,14983531,843,20220408,00:00,2022-04-15 09:02:28.696,,
31,2022-04-09 09:00:27.673,19092,15169056,844,20220409,00:00,2022-04-16 09:26:26.083,,
30,2022-04-10 08:56:28.573,19421,15333512,845,20220410,00:00,2022-04-16 09:26:12.275,,
29,2022-04-11 09:07:55.866,19679,15424429,846,20220411,00:00,2022-04-16 09:25:56.127,,
28,2022-04-12 09:07:12.559,19850,15635144,847,20220412,00:00,2022-04-19 09:07:50.743,,
27,2022-04-13 09:07:39.457,20034,15830526,848,20220413,00:00,2022-04-20 09:08:04.743,,
26,2022-04-14 09:08:23.122,20352,15978935,849,20220414,00:00,2022-04-21 09:13:41.99,,
25,2022-04-15 09:00:09.721,20616,16104735,850,20220415,00:00,2022-04-22 09:10:59.181,,
24,2022-04-16 09:24:06.211,20889,16212617,851,20220416,00:00,2022-04-23 09:58:40.198,,
23,2022-04-17 09:22:50.974,21092,16305595,852,20220417,00:00,2022-04-23 09:58:26.82,,
22,2022-04-18 09:00:48.728,21224,16353325,853,20220418,00:00,2022-04-23 09:58:10.581,,
21,2022-04-19 09:05:13.63,21354,16471787,854,20220419,00:00,2022-04-26 09:12:56.04,,
20,2022-04-20 09:05:36.813,21520,16583076,855,20220420,00:00,2022-04-27 09:03:39.849,,
19,2022-04-21 09:05:31.131,21667,16673919,856,20220421,00:00,2022-04-28 09:04:37.11,,
18,2022-04-22 09:08:41.733,21873,16754952,857,20220422,00:00,2022-04-29 09:05:42.917,,
17,2022-04-23 08:54:03.35,22024,16830375,858,20220423,00:00,2022-04-30 09:24:15.874,,
16,2022-04-24 08:36:32.893,22133,16895079,859,20220424,00:00,2022-04-30 09:25:01.983,,
15,2022-04-25 09:02:21.688,22243,16929440,860,20220425,00:00,2022-04-30 09:23:49.525,,
14,2022-04-26 09:02:16.27,22325,17009707,861,20220426,00:00,2022-05-03 09:11:15.127,,
13,2022-04-27 09:01:55.815,22466,17086471,862,20220427,00:00,2022-05-04 09:13:13.366,,
12,2022-04-28 09:02:00.054,22588,17143917,863,20220428,00:00,2022-05-05 09:26:29.55,,
11,2022-04-29 09:03:59.658,22724,17194473,864,20220429,00:00,2022-05-05 09:26:15.183,,
10,2022-04-30 09:17:39.409,22794,17237717,865,20220430,00:00,2022-05-07 09:21:13.949,,
9,2022-05-01 09:15:03.496,22875,17275477,866,20220501,00:00,2022-05-07 09:20:49.891,,
8,2022-05-02 09:01:12.093,22958,17295553,867,20220502,00:00,2022-05-07 09:20:27.275,,
7,2022-05-03 09:08:23.319,23007,17346659,868,20220503,00:00,2022-05-10 10:09:55.309,,
6,2022-05-04 09:11:34.915,23079,17395714,869,20220504,00:00,2022-05-10 10:09:40.673,,
5,2022-05-05 09:23:43.381,23158,17438003,870,20220505,00:00,2022-05-10 10:09:24.614,,
4,2022-05-06 08:06:00.523,23206,17464705,871,20220506,00:00,2022-05-10 10:09:09.724,,
3,2022-05-07 09:18:40.439,23289,17504298,872,20220507,00:00,2022-05-10 10:08:54.652,,
2,2022-05-08 09:02:00.163,23360,17544361,873,20220508,00:00,2022-05-10 10:08:39.09,,
1,2022-05-09 09:06:19.774,23400,17564962,874,20220509,00:00,2022-05-10 10:08:23.914,,
0,2022-05-10 09:02:38.129,23462,17614895,875,20220510,00:00,null,,
